BacklogId,SourceUnitId,SourcePath,LineRefs,CandidateKind,LayerHint,CandidateLabel,RawBacklogText,Authority,Confidence,ExistingWorkRefs,SecondPassStatus,Notes
BKL-142,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9375-9425,contract,smart_card,SelectPKIApplet,"Select PKI Applet routes subsequent PKI commands to the smart-card PKI applet using CLA 0x00 INS 0xA4 and one of two AIDs depending on whether the SE version is below 3.1.1 or at least 3.1.1.",official_spec,high,CTR-013,pending,Explicit official PKI applet selection contract
BKL-143,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9481-9794,contract,secure_element,SignInvoiceApdu,"Sign Invoice APDU signs invoice payload bytes and returns fiscalization data using CLA 0x88 INS 0x13, with version-gated CRC behavior and a certificate-validity time window requirement from SE 3.2.8 onward.",official_spec,high,CTR-011,pending,Explicit official APDU fiscalization contract
BKL-144,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9796-9830,contract,secure_element,AmountStatusApdu,"Amount Status returns the current SALE+REFUND amount and the secure-element limit as two 7-byte values using CLA 0x88 INS 0x14.",official_spec,high,CTR-012,pending,Explicit official APDU amount-status contract
BKL-145,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9832-9862,contract,audit,ExportTaxCorePublicKeyApdu,"Export TaxCore Public Key returns a 259-byte public-key structure used to encrypt audit packages, via CLA 0x88 INS 0x07.",official_spec,high,,pending,New audit APDU contract discovered during reconciliation
BKL-146,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9864-9989,contract,audit,ExportAuditDataApdu,"Export Audit Data returns encrypted audit data with version-gated optional CRC using CLA 0x88 INS 0x12 and supersedes the older Export Internal Data command naming in reference code.",official_spec,high,CTR-017,pending,Official audit export contract that supersedes the older reference-only label
BKL-147,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9991-10047,contract,audit,StartAuditApdu,"Start Audit notifies the Secure Element that audit has started and returns an encrypted auditRequestPayload for TaxCore, using CLA 0x88 INS 0x21 with optional CRC from SE 3.2.5 onward.",official_spec,high,,pending,New audit-session contract discovered during reconciliation
BKL-148,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,10049-10126,contract,audit,EndAuditApdu,"End Audit finalizes the audit process in the Secure Element using CLA 0x88 INS 0x20 with a 256-byte TaxCore payload and optional CRC from SE 3.2.5 onward.",official_spec,high,CTR-018,pending,Official audit-finalization contract corresponding to the reference FinishAudit naming
BKL-149,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,1864-1878,contract_set,taxcore_api_shared,TaxCoreApiSharedServices,"Technical Documentation explicitly lists shared TaxCore.API services Configuration Tax Rates Environments and Encryption Certificate as public services distinct from POS-to-SDC GetEnvironmentParameters.",official_spec,high,source_exact_reconciliation.csv; finalized_contracts.csv,resolved,This public shared backend surface is now normalized into the canonical set
BKL-150,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,8254-8280;8290-8597;8762-8860,contract_set,taxcore_api_esdc,TaxCoreApiEsdcServices,"Technical Documentation explicitly lists E-SDC backend services Request Authentication Token Get Initialization Commands Notify Online Status Notify Command Processed Submit Audit Package and Submit Audit Request Payload ARP.",official_spec,high,source_exact_reconciliation.csv; finalized_contracts.csv,resolved,This public backend-facing surface is now normalized into the canonical set
BKL-151,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,2825-2833,type,taxcore_api_shared,GetStatusResponse source exact name,"Technical Documentation explicitly names the status model GetStatusResponse with fields such as sdcDateTime supportedLanguages uid taxCoreApi currentTaxRates and allTaxRates.",official_spec,high,TYP-004; source_exact_reconciliation.csv,pending,Current canonical name StatusResponse should stay visibly marked as a rename
BKL-152,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,5396-5403,type_cluster,lpfr_service,ModelErrors source exact names,"Technical Documentation explicitly names validation models ModelErrors and ModelError rather than ValidationErrorResponse and ValidationErrorItem.",official_spec,high,TYP-006; TYP-025; source_exact_reconciliation.csv,pending,Current canonical names should stay visibly marked as renames
BKL-153,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,6399-6500;8693-8860,type_cluster,taxcore_api_esdc,Audit and command source exact models,"Technical Documentation explicitly defines ProofOfAuditRequest AuditPackage Command CommandsType and AuditDataStatus for backend-facing E-SDC and audit flows.",official_spec,high,source_exact_reconciliation.csv; finalized_types.csv; finalized_enums.csv; finalized_errors_statuses.csv,resolved,These public models are now normalized separately instead of being implied by wrappers
